Artist,Track,Album,Album_type,Danceability,Energy,Loudness,Speechiness,Valence,Tempo,Duration_min,Views,Likes,Comments,Licensed,official_video,Stream,most_playedon,Total_popularity,Energy_level,Loudness_level,Tempo_level,Speechiness_level,Valence_level,Popularity_level
Usher,Omg (Feat. Will.I.Am),Raymond v Raymond (Expanded Edition),album,78,74,-5.8,3,32,129,4.5,204056472,1021363,49455,True,True,271547095,Spotify,475603567,High,Loud,Fast,Very Musical,Sad,Very High
Usher,Love In This Club (Feat. Young Jeezy),Here I Stand,album,57,71,-6.0,7,34,140,4.3,220352721,798143,25149,True,True,187484145,Youtube,407836866,High,Loud,Very Fast,Very Musical,Sad,Very High
Usher,U Remind Me,8701,album,65,62,-4.9,7,72,93,4.4,80115577,386560,10703,True,True,293449959,Spotify,373565536,High,Very Loud,Medium,Very Musical,Happy,Very High
Usher,U Got It Bad,8701,album,81,50,-4.6,3,64,124,4.1,275004902,1201965,30536,True,True,225292543,Youtube,500297445,Medium,Very Loud,Fast,Very Musical,Happy,Very High
Usher,Burn,Confessions (Expanded Edition),album,79,47,-7.2,10,68,119,3.9,297639332,1081624,32928,True,True,166588725,Youtube,464228057,Medium,Loud,Fast,Musical,Happy,Very High
Usher,Come Thru (With Usher),Over It,album,67,72,-3.1,15,46,152,3.0,14700542,264129,8034,False,True,198594496,Spotify,213295038,High,Very Loud,Very Fast,Musical,Neutral,Very High
Usher,Confessions Part Ii,Confessions (Expanded Edition),album,84,46,-7.7,13,70,138,3.5,195851527,747581,21238,True,True,163923731,Youtube,359775258,Medium,Loud,Very Fast,Musical,Happy,Very High
Vicente Fernández,Un Millón De Primaveras,Vicente Fernandez Para Siempre,album,73,34,-8.5,5,82,100,2.9,70096890,584611,8046,True,True,150251570,Spotify,220348460,Low,Loud,Medium,Very Musical,Very Happy,Very High
Vicente Fernández,Acá Entre Nos,Que De Raro Tiene,album,41,33,-6.7,6,47,86,3.3,94189126,270486,7087,True,True,122063663,Spotify,216252789,Low,Loud,Slow,Very Musical,Neutral,Very High
Vicente Fernández,Estos Celos,Vicente Fernandez Para Siempre,album,74,32,-8.1,4,38,104,3.2,69645837,228318,5850,True,True,99998569,Spotify,169644406,Low,Loud,Medium,Very Musical,Sad,Very High
Vicente Fernández,Mujeres Divinas,El Cuatrero,album,60,29,-9.5,6,57,71,3.2,91405199,240964,4157,True,True,144442434,Spotify,235847633,Low,Loud,Slow,Very Musical,Neutral,Very High
Vicente Fernández,Hermoso Cariño,Vicente Fernández,album,34,42,-5.6,2,40,154,2.6,121626588,346188,6325,True,True,120854021,Youtube,242480609,Medium,Loud,Very Fast,Very Musical,Neutral,Very High
Vicente Fernández,La Diferencia,Es La Diferencia,album,40,27,-10.3,4,53,80,2.8,353283,1496,54,False,False,96720839,Spotify,97074122,Low,Medium,Slow,Very Musical,Neutral,Very High
Vicente Fernández,"Volver, Volver",Arriba Huentitan,album,35,35,-9.5,4,47,164,3.0,146183529,331279,10142,False,False,98378211,Youtube,244561740,Low,Loud,Very Fast,Very Musical,Neutral,Very High
Vicente Fernández,Qué De Raro Tiene,Que De Raro Tiene,album,60,35,-7.7,5,54,67,3.4,2572387,14467,222,False,False,73322000,Spotify,75894387,Low,Loud,Very Slow,Very Musical,Neutral,Very High
Vicente Fernández,No Me Sé Rajar,De Que Manera Te Olvido,album,80,53,-5.7,4,89,117,2.4,14245327,34922,793,True,True,27222519,Spotify,41467846,Medium,Loud,Fast,Very Musical,Very Happy,Very High
Vicente Fernández,De Qué Manera Te Olvido,De Que Manera Te Olvido,album,49,45,-5.6,2,45,100,2.9,3838898,18150,477,False,False,46521750,Spotify,50360648,Medium,Loud,Medium,Very Musical,Neutral,Very High
Alejandro Fernández,Me Dediqué A Perderte,A Corazón Abierto,album,64,44,-9.1,7,46,148,3.9,459879507,1139522,25291,True,True,456626889,Youtube,916506396,Medium,Loud,Very Fast,Very Musical,Neutral,Very High
Alejandro Fernández,Inexperto En Olvidarte,Inexperto En Olvidarte,single,54,54,-5.7,3,71,81,3.1,3551746,40756,1295,True,True,8003078,Spotify,11554824,Medium,Loud,Slow,Very Musical,Happy,Very High
Alejandro Fernández,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,single,27,57,-7.8,3,28,77,4.0,764831,5730,472,False,False,169769959,Spotify,170534790,Medium,Loud,Slow,Very Musical,Sad,Very High
Alejandro Fernández,Sé Que Te Duele,Rompiendo Fronteras,album,69,85,-4.8,7,77,94,3.8,204885566,627478,9186,True,True,283126164,Spotify,488011730,Very High,Very Loud,Medium,Very Musical,Happy,Very High
Alejandro Fernández,Me Hace Tanto Bien,Dos Mundos - Evolución,album,54,76,-5.9,4,57,157,3.1,89474838,198028,3891,True,True,187498268,Spotify,276973106,High,Loud,Very Fast,Very Musical,Neutral,Very High
Alejandro Fernández,Mariposa Traicionera,Mariposa Traicionera,single,62,64,-6.9,3,81,206,4.1,43753387,221624,4115,True,True,48090397,Spotify,91843784,High,Loud,Very Fast,Very Musical,Very Happy,Very High
Alejandro Fernández,Hoy Tengo Ganas De Ti,Confidencias,album,40,45,-6.4,3,24,123,4.9,558111792,1782474,48986,True,True,119979627,Youtube,678091419,Medium,Loud,Fast,Very Musical,Sad,Very High
Alejandro Fernández,Canta Corazón,A Corazón Abierto,album,72,71,-7.7,5,83,104,4.2,0,0,0,0,0,125372275,Spotify,125372275,High,Loud,Medium,Very Musical,Very Happy,Very High
Alejandro Fernández,Caballero,Hecho En México,album,57,41,-6.9,3,51,100,3.8,115255907,410778,11398,True,True,156464615,Spotify,271720522,Medium,Loud,Medium,Very Musical,Neutral,Very High
Alejandro Fernández,Como Quien Pierde Una Estrella,Que Seas Muy Feliz,album,43,35,-11.1,3,56,163,3.6,111327439,400716,7918,True,True,114029986,Spotify,225357425,Low,Medium,Very Fast,Very Musical,Neutral,Very High
T-Pain,Buy U A Drank (Shawty Snappin') (Feat. Yung Joc),Epiphany (Expanded Edition),album,69,54,-8.1,11,60,80,3.8,242720850,1371714,33213,True,True,513981867,Spotify,756702717,Medium,Loud,Slow,Musical,Happy,Very High
T-Pain,Bartender (Feat. Akon),Epiphany (Expanded Edition),album,83,39,-8.5,6,43,104,4.0,296995717,1261580,27519,True,True,272215576,Youtube,569211293,Low,Loud,Medium,Very Musical,Neutral,Very High
T-Pain,I'M Sprung,Rappa Ternt Sanga (Expanded Edition),album,72,32,-11.6,9,19,100,3.9,114366282,620650,15512,True,True,146039516,Spotify,260405798,Low,Medium,Medium,Very Musical,Very Sad,Very High
T-Pain,Up Down (Do This All Day) (Feat. B.O.B),Happy Hour: The Greatest Hits,compilation,77,49,-6.8,5,46,96,3.9,130052999,885466,18426,True,True,208141960,Spotify,338194959,Medium,Loud,Medium,Very Musical,Neutral,Very High
T-Pain,I'M N Luv (Wit A Stripper) (Feat. Mike Jones),Rappa Ternt Sanga (Expanded Edition),album,73,36,-10.2,8,46,144,4.0,40899054,305429,5766,True,True,149689840,Spotify,190588894,Low,Medium,Very Fast,Very Musical,Neutral,Very High
T-Pain,Best Love Song,Revolver (Expanded Edition),album,62,71,-6.6,5,67,79,3.3,53292924,321781,23084,True,True,135396308,Spotify,188689232,High,Loud,Slow,Very Musical,Happy,Very High
T-Pain,Jerry Sprunger (With T-Pain),Chixtape 5,album,76,74,-5.3,22,44,100,3.9,60219446,545826,13595,False,True,132840820,Spotify,193060266,High,Loud,Medium,Mixed,Neutral,Very High
T-Pain,Turn All The Lights On (Feat. Ne-Yo),Revolver (Expanded Edition),album,69,80,-3.0,5,72,127,3.6,25468817,195252,5809,True,True,97978985,Spotify,123447802,Very High,Very Loud,Fast,Very Musical,Happy,Very High
T-Pain,Booty Wurk (One Cheek At A Time) (Feat. Joey Galaxy),Happy Hour: The Greatest Hits,compilation,78,68,-6.1,31,87,157,3.9,89601251,538106,11957,True,True,116828489,Spotify,206429740,High,Loud,Very Fast,Mixed,Very Happy,Very High
T-Pain,I Like Dat,I Like Dat,single,56,49,-6.9,22,33,175,4.0,49567550,490508,10384,False,False,54502697,Spotify,104070247,Medium,Loud,Very Fast,Mixed,Sad,Very High
Johann Sebastian Bach,"Cello Suite No. 1 In G Major, Bwv 1007: I. Prélude",Bach: Unaccompanied Cello Suites (Remastered),album,25,10,-21.4,5,30,75,2.5,14668617,252043,6073,True,True,227984734,Spotify,242653351,Very Low,Very Soft,Slow,Very Musical,Sad,Very High
Johann Sebastian Bach,"Suite No. 3 In D Major, Bwv 1068: Ii. Air",Born in the 1600s: Bach,compilation,7,8,-26.0,4,5,176,6.1,5768625,57436,2175,True,True,37292776,Spotify,43061401,Very Low,Very Soft,Very Fast,Very Musical,Very Sad,Very High
Johann Sebastian Bach,"Goldberg Variations, Bwv 988: Aria","Bach: The Goldberg Variations, BWV 988 (1981 Gould Remaster)",album,45,1,-30.0,5,24,130,3.1,1179474,15259,1129,True,True,65820767,Spotify,67000241,Very Low,Very Soft,Very Fast,Very Musical,Sad,Very High
Johann Sebastian Bach,"The Well-Tempered Clavier, Book 1, Bwv 846-869 / Prelude & Fugue In C Major, Bwv 846: I. Prelude","J.S. Bach: The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude",single,22,12,-25.4,4,21,133,2.3,1077871,14207,443,False,False,65735816,Spotify,66813687,Very Low,Very Soft,Very Fast,Very Musical,Sad,Very High
Johann Sebastian Bach,"Montero: Adagio (After Bach'S Violin Concerto No. 2, Bwv 1042)",Bach and Beyond,album,36,0,-35.4,4,18,72,5.0,5670,83,1,True,True,9099661,Spotify,9105331,Very Low,Very Soft,Slow,Very Musical,Very Sad,Very High
Johann Sebastian Bach,"Unaccompanied Cello Suite No. 1 In G Major, Bwv 1007: I. Prélude",Six Evolutions - Bach: Cello Suites,album,32,9,-22.5,7,41,137,2.5,14668617,252043,6073,True,True,36303881,Spotify,50972498,Very Low,Very Soft,Very Fast,Very Musical,Neutral,Very High
Johann Sebastian Bach,"Flute Sonata In E-Flat Major, Bwv 1031: Ii. Siciliano (Arr. I. Friedman For Piano)",Friedman: Piano Transcriptions,album,35,2,-30.5,4,15,73,2.2,483767,7047,286,True,True,6521841,Spotify,7005608,Very Low,Very Soft,Slow,Very Musical,Very Sad,Very High
Johann Sebastian Bach,"Overture (Suite) No. 2 In B Minor, Bwv 1067: Vii. Badinerie",Bach: Overtures (Suites) Nos. 1-4,album,51,26,-21.9,3,96,130,1.5,0,0,0,0,0,8885938,Spotify,8885938,Low,Very Soft,Very Fast,Very Musical,Very Happy,Very High
Johann Sebastian Bach,"Violin Concerto No. 1 In A Minor, Bwv 1041: I. (Allegro Moderato)",J.S. Bach: Violin Concertos Nos. 1 & 2; Partita No. 2,album,49,35,-11.5,4,61,90,3.9,704861,11063,499,False,False,13955194,Spotify,14660055,Low,Medium,Medium,Very Musical,Happy,Very High
Johann Sebastian Bach,Sheep May Safely Graze,Two Hands,album,49,1,-32.3,4,11,98,4.9,981019,5363,4,False,False,26244119,Spotify,27225138,Very Low,Very Soft,Medium,Very Musical,Very Sad,Very High
Jhené Aiko,Sativa,Trip,album,74,61,-7.3,5,72,125,4.6,300355444,1413058,25918,True,True,310187797,Spotify,610543241,High,Loud,Fast,Very Musical,Happy,Very High
Jhené Aiko,Sunshine,Sunshine,single,74,64,-6.7,10,39,97,3.1,22265436,481668,11434,True,True,33689823,Spotify,55955259,High,Loud,Medium,Musical,Sad,Very High
Jhené Aiko,Stay Ready (What A Life),Sail Out,album,34,49,-11.5,28,30,82,6.4,47400897,299352,767,True,True,111722720,Spotify,159123617,Medium,Medium,Slow,Mixed,Sad,Very High
Jhené Aiko,While We'Re Young,Trip,album,64,79,-6.0,19,81,128,3.9,71704464,654079,15411,True,True,223210260,Spotify,294914724,High,Loud,Fast,Musical,Very Happy,Very High
Jhené Aiko,The Worst,Sail Out,album,53,41,-9.2,6,12,94,4.2,162601918,1086470,25685,True,True,241011213,Spotify,403613131,Medium,Loud,Medium,Very Musical,Very Sad,Very High
Jhené Aiko,B.S. (Feat. H.E.R.),Chilombo,album,61,52,-10.4,12,37,135,3.5,17364676,248255,4483,True,True,197879558,Spotify,215244234,Medium,Medium,Very Fast,Musical,Sad,Very High
Jhené Aiko,P*$$Y Fairy (Otw),P*$$Y Fairy (OTW),single,57,51,-7.1,21,35,128,3.0,102465566,824528,15282,False,True,143822689,Spotify,246288255,Medium,Loud,Fast,Mixed,Sad,Very High
Jhené Aiko,Blue Dream,Souled Out (Deluxe),album,58,40,-11.9,4,36,133,3.6,7998774,53340,913,False,False,59039707,Spotify,67038481,Medium,Medium,Very Fast,Very Musical,Sad,Very High
Jhené Aiko,Never Call Me,Trip,album,48,30,-10.2,22,13,99,4.5,67387515,445923,9915,False,True,81585162,Spotify,148972677,Low,Medium,Medium,Mixed,Very Sad,Very High
Jhené Aiko,On The Way (Feat. Mila J),Chilombo (Deluxe),album,57,44,-11.6,28,65,113,3.7,26606392,188421,3774,True,True,47089853,Spotify,73696245,Medium,Medium,Fast,Mixed,Happy,Very High
Alka Yagnik,"Agar Tum Saath Ho (From ""Tamasha"")",Love Forever With Arijit Singh,compilation,56,51,-8.7,3,41,122,5.7,0,0,0,0,0,197893502,Spotify,197893502,Medium,Loud,Fast,Very Musical,Neutral,Very High
Alka Yagnik,"Tip Tip (From ""Sooryavanshi"")","Tip Tip (From ""Sooryavanshi"")",single,70,92,-1.6,6,47,103,4.2,311889210,2922101,91891,True,True,50561603,Youtube,362450813,Very High,Very Loud,Medium,Very Musical,Neutral,Very High
Alka Yagnik,"Ek Din Aap (From ""Yes Boss"")","Bollywood Music - Kumar Sanu At His Best, Vol. 2",album,46,37,-13.2,3,61,145,4.4,6088289,81537,1921,True,True,24127664,Spotify,30215953,Low,Medium,Very Fast,Very Musical,Happy,Very High
Alka Yagnik,Ae Mere Humsafar,Qayamat Se Qayamat Tak,single,43,49,-12.9,3,55,103,5.9,312995294,1120177,38737,True,True,21969472,Youtube,334964766,Medium,Medium,Medium,Very Musical,Neutral,Very High
Alka Yagnik,Bole Chudiyan,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),album,59,87,-5.3,17,73,96,6.8,763521214,3554364,116387,True,True,42519818,Youtube,806041032,Very High,Loud,Medium,Musical,Happy,Very High
Alka Yagnik,Kuch Kuch Hota Hai,Kuch Kuch Hota Hai,album,54,55,-11.2,3,84,91,5.0,21567733,117575,3505,True,True,34017431,Spotify,55585164,Medium,Medium,Medium,Very Musical,Very Happy,Very High
Alka Yagnik,Ladki Badi Anjani Hai,Kuch Kuch Hota Hai,album,63,77,-9.3,5,73,121,6.4,442248940,1498794,52274,True,True,26340770,Youtube,468589710,High,Loud,Fast,Very Musical,Happy,Very High
Alka Yagnik,Hum Tum,Hum Tum,album,46,68,-8.1,5,58,164,5.5,1225763,11369,18,True,True,13050825,Spotify,14276588,High,Loud,Very Fast,Very Musical,Neutral,Very High
Alka Yagnik,Koi Mil Gaya,Kuch Kuch Hota Hai,album,70,68,-9.3,5,81,136,7.3,101644938,559577,17906,True,True,20874234,Youtube,122519172,High,Loud,Very Fast,Very Musical,Very Happy,Very High
Alka Yagnik,"Mera Dil Bhi Kitna Pagal Hai (From ""Saajan"")","Bollywood Music - Kumar Sanu At His Best, Vol. 2",album,47,49,-10.1,3,75,100,5.4,65590552,327137,8124,False,False,20030923,Youtube,85621475,Medium,Medium,Medium,Very Musical,Happy,Very High
Udit Narayan,"Tip Tip (From ""Sooryavanshi"")","Tip Tip (From ""Sooryavanshi"")",single,70,92,-1.6,6,47,103,4.2,311889210,2922101,91891,True,True,50561603,Youtube,362450813,Very High,Very Loud,Medium,Very Musical,Neutral,Very High
Udit Narayan,Enkeyoo Partha,Yaaradi Nee Mohini (Original Motion Picture Soundtrack),album,82,44,-8.9,3,65,119,5.3,33206070,282292,8278,True,True,31303756,Youtube,64509826,Medium,Loud,Fast,Very Musical,Happy,Very High
Udit Narayan,Main Yahaan Hoon,Veer - Zaara,album,48,78,-7.6,5,74,171,4.9,266292126,1774707,41253,True,True,32601320,Youtube,298893446,High,Loud,Very Fast,Very Musical,Happy,Very High
Udit Narayan,Falak Tak,Tashan,album,71,69,-6.5,13,62,143,5.9,100821946,893447,12701,True,True,35521827,Youtube,136343773,High,Loud,Very Fast,Musical,Happy,Very High
Udit Narayan,Ae Mere Humsafar,Qayamat Se Qayamat Tak,single,43,49,-12.9,3,55,103,5.9,73059197,328383,8665,False,False,21969472,Youtube,95028669,Medium,Medium,Medium,Very Musical,Neutral,Very High
Udit Narayan,Bole Chudiyan,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),album,59,87,-5.3,17,73,96,6.8,763521214,3554364,116387,True,True,42519818,Youtube,806041032,Very High,Loud,Medium,Musical,Happy,Very High
Udit Narayan,Kuch Kuch Hota Hai,Kuch Kuch Hota Hai,album,54,55,-11.2,3,84,91,5.0,21567733,117575,3505,True,True,34017431,Spotify,55585164,Medium,Medium,Medium,Very Musical,Very Happy,Very High
Udit Narayan,Pehla Nasha,Jo Jeeta Wohi Sikandar (Original Motion Picture Soundtrack),album,45,34,-14.3,3,51,151,4.9,29256464,144336,2542,False,False,30106188,Spotify,59362652,Low,Medium,Very Fast,Very Musical,Neutral,Very High
Udit Narayan,Aankhein Khuli,Mohabbatein,album,79,63,-13.9,8,64,122,7.0,287990560,1406321,30074,True,True,17643599,Youtube,305634159,High,Medium,Fast,Very Musical,Happy,Very High
Udit Narayan,Sona Kitna Sona Hai,Hero No. 1 (Original Motion Picture Soundtrack),album,75,92,-8.4,7,84,98,4.8,25635892,118714,1885,True,True,9642184,Youtube,35278076,Very High,Loud,Medium,Very Musical,Very Happy,Very High
Vishal-Shekhar,"Besharam Rang (From ""Pathaan"")","Besharam Rang (From ""Pathaan"")",single,77,79,-5.5,4,64,115,4.3,275032299,3493264,247577,True,True,44902959,Youtube,319935258,High,Loud,Fast,Very Musical,Happy,Very High
Vishal-Shekhar,Jhoome Jo Pathaan,Pathaan,single,81,73,-7.6,7,61,104,3.5,195457258,3334003,185880,True,True,22899885,Youtube,218357143,High,Loud,Medium,Very Musical,Happy,Very High
Vishal-Shekhar,Ishq Wala Love,Student of the Year (Original Motion Picture Soundtrack),album,71,29,-12.4,3,69,135,4.3,90390410,763688,18065,True,True,69441819,Youtube,159832229,Low,Medium,Very Fast,Very Musical,Happy,Very High
Vishal-Shekhar,Khuda Jaane,Bachna Ae Haseeno,single,38,63,-6.4,4,71,78,5.6,140293321,839607,21749,True,True,66108139,Youtube,206401460,High,Loud,Slow,Very Musical,Happy,Very High
Vishal-Shekhar,"Ghungroo (From ""War"")",YRF Top 10 - Nightout Sounds,album,69,72,-6.3,3,87,118,5.0,0,0,0,0,0,145835348,Spotify,145835348,High,Loud,Fast,Very Musical,Very Happy,Very High
Vishal-Shekhar,Nashe Si Chadh Gayi,Befikre,album,79,78,-5.2,5,26,96,4.0,331764429,1629748,22157,True,True,61676116,Youtube,393440545,High,Loud,Medium,Very Musical,Sad,Very High
Vishal-Shekhar,Dil Diyan Gallan,Tiger Zinda Hai,single,71,64,-8.7,2,48,105,4.3,102922708,570484,10761,True,True,84413845,Youtube,187336553,High,Loud,Medium,Very Musical,Neutral,Very High
Vishal-Shekhar,Falak Tak,Tashan,album,71,69,-6.5,13,62,143,5.9,100821946,893447,12701,True,True,35521827,Youtube,136343773,High,Loud,Very Fast,Musical,Happy,Very High
Vishal-Shekhar,Firecracker,Jayeshbhai Jordaar,single,83,63,-5.6,17,64,100,2.8,87843567,623252,20830,True,True,18455473,Youtube,106299040,High,Loud,Medium,Musical,Happy,Very High
Vishal-Shekhar,"O Saki Saki (From ""Batla House"")","O Saki Saki (From ""Batla House"")",single,73,96,-0.2,7,56,108,3.2,667739805,3251753,61929,True,True,98158101,Youtube,765897906,Very High,Very Loud,Medium,Very Musical,Neutral,Very High
Bibi Und Tina,Mädchen Auf Dem Pferd (Feat. Fabian Buch),Bibi und Tina (Der Original-Soundtrack zum Kinofilm),album,77,81,-7.0,3,96,80,2.5,0,0,0,0,0,14736441,Spotify,14736441,Very High,Loud,Slow,Very Musical,Very Happy,Very High
Bibi Und Tina,"Mädchen Gegen Jungs (Feat. Lina Larissa Strahl, Lisa-Marie Koroll, Phil Laude, Louis H.)",Bibi und Tina: Mädchen gegen Jungs (Der Original-Soundtrack zum Kinofilm),album,80,80,-6.7,40,78,185,2.7,35621014,179337,0,True,True,20761621,Youtube,56382635,Very High,Loud,Very Fast,Speechy,Happy,Very High
Bibi Und Tina,"Up, Up, Up (Nobody’S Perfect) [Feat. Lina Larissa Strahl]",Bibi und Tina (Der Original-Soundtrack zum Kinofilm),album,90,77,-6.2,4,69,125,2.6,28232871,115400,0,True,True,14824389,Youtube,43057260,High,Loud,Fast,Very Musical,Happy,Very High
Bibi Und Tina,"No Risk, No Fun (Feat. Lina Larissa Strahl, Emilio Moutaoukkil)",Bibi und Tina: VOLL VERHEXT! (Der Original-Soundtrack zum Kinofilm),album,81,59,-7.7,3,70,110,2.7,0,0,0,0,0,12000361,Spotify,12000361,Medium,Loud,Fast,Very Musical,Happy,Very High
Bibi Und Tina,Happy End (Feat. Lina Larissa Strahl),Bibi und Tina: Mädchen gegen Jungs (Der Original-Soundtrack zum Kinofilm),album,79,53,-9.3,3,35,101,4.2,0,0,0,0,0,12198658,Spotify,12198658,Medium,Loud,Medium,Very Musical,Sad,Very High
Bibi Und Tina,Mädchen Aus Paris (Feat. Tilman Pörzgen),Bibi und Tina: Mädchen gegen Jungs (Der Original-Soundtrack zum Kinofilm),album,76,67,-8.2,2,81,127,3.0,0,0,0,0,0,8086123,Spotify,8086123,High,Loud,Fast,Very Musical,Very Happy,Very High
Bibi Und Tina,Bester Sommer (Feat. Lina Larissa Strahl),Bibi und Tina: Mädchen gegen Jungs (Der Original-Soundtrack zum Kinofilm),album,84,59,-8.0,3,40,114,3.7,0,0,0,0,0,11556090,Spotify,11556090,Medium,Loud,Fast,Very Musical,Neutral,Very High
Bibi Und Tina,98 Prozent (Feat. Mavie Hörbiger),Bibi und Tina: VOLL VERHEXT! (Der Original-Soundtrack zum Kinofilm),album,74,73,-8.4,4,77,132,2.4,10136881,50137,1913,True,True,7648402,Youtube,17785283,High,Loud,Very Fast,Very Musical,Happy,Very High
Bibi Und Tina,Ich Bleib Hier (Feat. Lina Larissa Strahl),Bibi und Tina: VOLL VERHEXT! (Der Original-Soundtrack zum Kinofilm),album,70,72,-6.6,2,62,112,3.0,0,0,0,0,0,8380766,Spotify,8380766,High,Loud,Fast,Very Musical,Happy,Very High
Bibi Und Tina,Ich Will Mehr (Kakmann Song) [Feat. Charly Hübner],Bibi und Tina (Der Original-Soundtrack zum Kinofilm),album,76,77,-6.3,3,84,123,3.4,3591647,18262,833,True,True,4731782,Spotify,8323429,High,Loud,Fast,Very Musical,Very Happy,Very High
Yuvan Shankar Raja,"Ennai Vittu (From ""Love Today"")","Ennai Vittu (From ""Love Today"")",single,60,38,-12.1,5,30,140,4.1,22284591,349026,4789,True,True,21980285,Youtube,44264876,Low,Medium,Very Fast,Very Musical,Sad,Very High
Yuvan Shankar Raja,"Pacha Elai (From ""Love Today"")","Pacha Elai (From ""Love Today"")",single,66,71,-10.9,33,41,139,3.5,2495085,89362,759,True,True,18641790,Spotify,21136875,High,Medium,Very Fast,Mixed,Neutral,Very High
Yuvan Shankar Raja,"Kanja Poovu Kannala (From ""Viruman"")","Kanja Poovu Kannala (From ""Viruman"")",single,72,69,-6.4,8,52,110,4.0,38523572,259135,3072,True,True,35093727,Youtube,73617299,High,Loud,Fast,Very Musical,Neutral,Very High
Yuvan Shankar Raja,Enkeyoo Partha,Yaaradi Nee Mohini (Original Motion Picture Soundtrack),album,82,44,-8.9,3,65,119,5.3,33206070,282292,8278,True,True,31303756,Youtube,64509826,Medium,Loud,Fast,Very Musical,Happy,Very High
Yuvan Shankar Raja,Kaadhal Endral,Goa (Original Motion Picture Soundtrack),album,63,32,-7.8,3,44,129,1.5,1484196,45812,662,True,True,20229994,Spotify,21714190,Low,Loud,Fast,Very Musical,Neutral,Very High
Yuvan Shankar Raja,Venmegam,Yaaradi Nee Mohini (Original Motion Picture Soundtrack),album,80,42,-11.5,7,55,114,4.6,64425785,431119,11445,True,True,26277076,Youtube,90702861,Medium,Medium,Fast,Very Musical,Neutral,Very High
Yuvan Shankar Raja,"Saachitale (From ""Love Today"")","Saachitale (From ""Love Today"")",single,84,59,-6.3,4,66,105,4.0,13069204,160324,1708,True,True,11850761,Youtube,24919965,Medium,Loud,Medium,Very Musical,Happy,Very High
Yuvan Shankar Raja,Chiru Chiru,Awaara (Original Motion Picture Soundtrack),single,72,49,-7.6,3,64,92,4.7,50068446,238048,5428,True,True,16678743,Youtube,66747189,Medium,Loud,Medium,Very Musical,Happy,Very High
Yuvan Shankar Raja,High On Love,"High On Love (From ""Pyaar Prema Kaadhal"" Original Motion Picture Soundtrack)",single,62,77,-4.9,3,61,149,4.0,52453152,295870,8891,True,True,28925838,Youtube,81378990,High,Very Loud,Very Fast,Very Musical,Happy,Very High
Yuvan Shankar Raja,Mamakutty,Love Today (Original Motion Picture Soundtrack),single,80,78,-9.9,45,75,149,2.4,15311499,271624,2608,True,True,5502218,Youtube,20813717,High,Loud,Very Fast,Speechy,Happy,Very High
Bibi Blocksberg,Kapitel 13: Der Hexenbesenausflug (Folge 146),Folge 146: Der Hexenbesenausflug,album,71,43,-18.4,92,42,117,1.5,0,0,0,0,0,290437,Spotify,290437,Medium,Soft,Fast,Very Speechy,Neutral,Low
Bibi Blocksberg,Kapitel 12: Der Hexenbesenausflug (Folge 146),Folge 146: Der Hexenbesenausflug,album,70,31,-18.7,93,76,136,1.6,0,0,0,0,0,288028,Spotify,288028,Low,Soft,Very Fast,Very Speechy,Happy,Low
Bibi Blocksberg,Kapitel 10: Der Hexenbesenausflug (Folge 146),Folge 146: Der Hexenbesenausflug,album,64,50,-17.6,94,41,121,1.6,0,0,0,0,0,289895,Spotify,289895,Medium,Soft,Fast,Very Speechy,Neutral,Low
Bibi Blocksberg,Kapitel 15: Der Hexenbesenausflug (Folge 146),Folge 146: Der Hexenbesenausflug,album,68,29,-19.9,94,68,77,1.6,0,0,0,0,0,287594,Spotify,287594,Low,Soft,Slow,Very Speechy,Happy,Low
Bibi Blocksberg,Kapitel 17: Der Hexenbesenausflug (Folge 146),Folge 146: Der Hexenbesenausflug,album,56,43,-19.5,94,39,85,1.6,0,0,0,0,0,286696,Spotify,286696,Medium,Soft,Slow,Very Speechy,Sad,Low
Bibi Blocksberg,Kapitel 16: Der Hexenbesenausflug (Folge 146),Folge 146: Der Hexenbesenausflug,album,65,32,-19.7,94,64,94,1.6,12010,177,44,True,True,284208,Spotify,296218,Low,Soft,Medium,Very Speechy,Happy,Low
Bibi Blocksberg,Kapitel 11: Der Hexenbesenausflug (Folge 146),Folge 146: Der Hexenbesenausflug,album,69,20,-18.9,96,46,139,1.6,0,0,0,0,0,283140,Spotify,283140,Low,Soft,Very Fast,Very Speechy,Neutral,Low
Bibi Blocksberg,Kapitel 08: Der Hexenbesenausflug (Folge 146),Folge 146: Der Hexenbesenausflug,album,74,24,-19.8,93,56,92,1.6,0,0,0,0,0,283409,Spotify,283409,Low,Soft,Medium,Very Speechy,Neutral,Low
Bibi Blocksberg,Kapitel 09: Der Hexenbesenausflug (Folge 146),Folge 146: Der Hexenbesenausflug,album,64,25,-21.9,96,63,90,1.6,12010,177,44,True,True,282266,Spotify,294276,Low,Very Soft,Medium,Very Speechy,Happy,Low
