Artist,Track,Album,Album_type,Danceability,Energy,Loudness,Speechiness,Valence,Tempo,Duration_min,Views,Likes,Comments,Licensed,official_video,Stream,most_playedon,Total_popularity,Energy_level,Loudness_level,Tempo_level,Speechiness_level,Valence_level,Popularity_level
Gorillaz,Feel Good Inc.,Demon Days,album,81,70,-6.7,17,77,138,3.7,693555221,6220896,169907,True,True,1040234854,Spotify,1733790075,High,Loud,Very Fast,Musical,Happy,Very High
Gorillaz,Rhinestone Eyes,Plastic Beach,album,67,70,-5.8,3,85,92,3.3,72011645,1079128,31003,True,True,310083733,Spotify,382095378,High,Loud,Medium,Very Musical,Very Happy,Very High
Gorillaz,New Gold (Feat. Tame Impala And Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),single,69,92,-3.9,5,55,108,3.6,8435055,282142,7399,True,True,63063467,Spotify,71498522,Very High,Very Loud,Medium,Very Musical,Neutral,Very High
Gorillaz,On Melancholy Hill,Plastic Beach,album,68,73,-5.8,2,57,120,3.9,211754952,1788577,55229,True,True,434663559,Spotify,646418511,High,Loud,Fast,Very Musical,Neutral,Very High
Gorillaz,Clint Eastwood,Gorillaz,album,66,69,-8.6,17,52,167,5.7,618480958,6197318,155930,True,True,617259738,Youtube,1235740696,High,Loud,Very Fast,Musical,Neutral,Very High
Gorillaz,Dare,Demon Days,album,76,89,-5.9,3,96,120,4.1,259021161,1844658,72008,True,True,323850327,Spotify,582871488,Very High,Loud,Fast,Very Musical,Very Happy,Very High
Gorillaz,New Gold (Feat. Tame Impala And Bootie Brown) - Dom Dolla Remix,New Gold (feat. Tame Impala and Bootie Brown) [Dom Dolla Remix],single,71,89,-7.2,6,35,127,4.6,451996,11686,241,False,True,10666154,Spotify,11118150,Very High,Loud,Fast,Very Musical,Sad,Very High
Gorillaz,She'S My Collar (Feat. Kali Uchis),Humanz (Deluxe),album,72,81,-5.9,3,46,140,3.5,1010982,17675,260,False,False,159605929,Spotify,160616911,Very High,Loud,Very Fast,Very Musical,Neutral,Very High
Gorillaz,Cracker Island (Feat. Thundercat),Cracker Island (feat. Thundercat),single,74,91,-3.3,4,64,120,3.6,24459820,739527,20296,True,True,42671901,Spotify,67131721,Very High,Very Loud,Fast,Very Musical,Happy,Very High
Gorillaz,Dirty Harry,Demon Days,album,62,87,-7.2,16,86,192,3.8,154761056,1386920,39240,True,True,191074713,Spotify,345835769,Very High,Loud,Very Fast,Musical,Very Happy,Very High
Red Hot Chili Peppers,Californication,Californication (Deluxe Edition),album,59,76,-2.8,2,32,96,5.5,1018811259,4394471,121452,True,True,1055738398,Spotify,2074549657,High,Very Loud,Medium,Very Musical,Sad,Very High
Red Hot Chili Peppers,Under The Bridge,Blood Sugar Sex Magik (Deluxe Edition),album,55,34,-13.5,4,45,84,4.4,246687714,1213572,32761,True,True,1061750522,Spotify,1308438236,Low,Medium,Slow,Very Musical,Neutral,Very High
Red Hot Chili Peppers,Can'T Stop,By the Way (Deluxe Edition),album,61,93,-3.4,4,87,91,4.5,336635759,1740224,32573,True,True,866464951,Spotify,1203100710,Very High,Very Loud,Medium,Very Musical,Very Happy,Very High
Red Hot Chili Peppers,Scar Tissue,Californication (Deluxe Edition),album,59,71,-4.8,2,54,88,3.6,435121530,1890900,37069,True,True,613838674,Spotify,1048960204,High,Very Loud,Slow,Very Musical,Neutral,Very High
Red Hot Chili Peppers,Otherside,Californication (Deluxe Edition),album,45,79,-3.3,5,51,123,4.3,673528656,3140356,60091,True,True,732774515,Spotify,1406303171,High,Very Loud,Fast,Very Musical,Neutral,Very High
Red Hot Chili Peppers,Snow (Hey Oh),Stadium Arcadium,album,42,90,-3.7,4,59,104,5.6,320871237,1272266,37004,True,True,860722316,Spotify,1181593553,Very High,Very Loud,Medium,Very Musical,Neutral,Very High
Red Hot Chili Peppers,Dani California,Stadium Arcadium,album,55,91,-2.4,4,73,96,4.7,324228662,1456622,49461,True,True,550067391,Spotify,874296053,Very High,Very Loud,Medium,Very Musical,Happy,Very High
Red Hot Chili Peppers,By The Way,By the Way (Deluxe Edition),album,45,97,-4.9,10,19,122,3.6,179005296,784717,20084,True,True,367485508,Spotify,546490804,Very High,Very Loud,Fast,Musical,Very Sad,Very High
Red Hot Chili Peppers,Give It Away,Blood Sugar Sex Magik (Deluxe Edition),album,66,93,-9.9,4,77,91,4.7,86637926,434837,16029,True,True,301947159,Spotify,388585085,Very High,Loud,Medium,Very Musical,Happy,Very High
Red Hot Chili Peppers,Dark Necessities,The Getaway,album,70,74,-6.8,7,19,91,5.0,440037964,2094182,56516,True,True,385677873,Youtube,825715837,High,Loud,Medium,Very Musical,Very Sad,Very High
50 Cent,In Da Club,Get Rich Or Die Tryin',album,90,72,-2.8,34,80,90,3.2,1682616458,10481678,296745,True,True,1041736808,Youtube,2724353266,High,Very Loud,Medium,Mixed,Very Happy,Very High
50 Cent,Candy Shop,The Massacre,album,61,57,-8.0,46,75,125,3.5,838974650,5014527,113251,True,True,701248893,Youtube,1540223543,Medium,Loud,Fast,Speechy,Happy,Very High
50 Cent,Just A Lil Bit,The Massacre,album,48,69,-6.7,41,52,96,4.0,476133463,2523312,42075,True,True,395155110,Youtube,871288573,High,Loud,Medium,Speechy,Neutral,Very High
50 Cent,P.I.M.P.,Get Rich Or Die Tryin',album,70,75,-3.0,34,88,78,4.2,572659065,3334710,60552,True,True,541728561,Youtube,1114387626,High,Very Loud,Slow,Mixed,Very Happy,Very High
50 Cent,Many Men (Wish Death),Get Rich Or Die Tryin',album,65,82,-2.9,35,41,108,4.3,441155628,2765887,84117,True,True,332175400,Youtube,773331028,Very High,Very Loud,Medium,Mixed,Neutral,Very High
50 Cent,Disco Inferno,The Massacre,album,92,65,-4.8,23,71,97,3.6,39825951,382791,12038,True,True,202477187,Spotify,242303138,High,Very Loud,Medium,Mixed,Happy,Very High
50 Cent,21 Questions,Get Rich Or Die Tryin',album,57,80,-3.9,31,90,90,3.7,503248572,2759199,54805,True,True,446003044,Youtube,949251616,Very High,Very Loud,Medium,Mixed,Very Happy,Very High
50 Cent,Is This Love ('09) (Feat. 50 Cent),Curtain Call 2,album,85,77,-4.2,26,65,94,3.5,5289821,245935,9008,True,True,28529840,Spotify,33819661,High,Very Loud,Medium,Mixed,Happy,Very High
50 Cent,If I Can'T,Get Rich Or Die Tryin',album,89,63,-2.5,30,83,93,3.3,46096,612,14,False,False,210473579,Spotify,210519675,High,Very Loud,Medium,Mixed,Very Happy,Very High
50 Cent,Best Friend - Remix,Best Friend (Remix),single,54,64,-3.5,30,57,181,4.2,291023,5729,46,False,False,160037992,Spotify,160329015,High,Very Loud,Very Fast,Mixed,Neutral,Very High
Metallica,Whiskey In The Jar,"Garage, Inc.",album,51,97,-3.8,4,53,132,5.1,107553434,429797,12074,False,False,327681785,Spotify,435235219,Very High,Very Loud,Very Fast,Very Musical,Neutral,Very High
Metallica,Lux Æterna,Lux Æterna,single,38,99,-3.0,7,18,130,3.4,14937918,473751,46230,True,True,20061385,Spotify,34999303,Very High,Very Loud,Very Fast,Very Musical,Very Sad,Very High
Metallica,Screaming Suicide,Screaming Suicide,single,42,97,-3.4,4,28,101,5.5,4317758,217109,17225,True,True,3905429,Youtube,8223187,Very High,Very Loud,Medium,Very Musical,Sad,Very High
Coldplay,Yellow,Parachutes,album,42,66,-7.2,2,28,173,4.4,832532409,4600933,118296,True,True,1483622308,Spotify,2316154717,High,Loud,Very Fast,Very Musical,Sad,Very High
Coldplay,Viva La Vida,Viva La Vida or Death and All His Friends,album,48,61,-7.1,2,41,138,4.0,789581468,4370461,261790,True,True,1325575712,Spotify,2115157180,High,Loud,Very Fast,Very Musical,Neutral,Very High
Coldplay,Sparks,Parachutes,album,37,26,-10.5,2,16,102,3.8,73201019,787343,1637,True,True,475353044,Spotify,548554063,Low,Medium,Medium,Very Musical,Very Sad,Very High
Coldplay,Something Just Like This,Memories...Do Not Open,album,61,63,-6.8,3,44,103,4.1,2118018686,10282499,270444,True,True,2030825694,Youtube,4148844380,High,Loud,Medium,Very Musical,Neutral,Very High
Coldplay,The Scientist,A Rush of Blood to the Head,album,55,44,-7.2,2,21,146,5.2,1082588109,5532787,124357,True,True,1465980600,Spotify,2548568709,Medium,Loud,Very Fast,Very Musical,Sad,Very High
Coldplay,A Sky Full Of Stars,Ghost Stories,album,54,67,-6.5,2,16,124,4.5,786404613,3741300,79974,True,True,1021782403,Spotify,1808187016,High,Loud,Fast,Very Musical,Very Sad,Very High
Coldplay,Paradise,Mylo Xyloto,album,44,58,-6.8,2,21,139,4.6,1665814269,8497224,343020,True,True,927288329,Youtube,2593102598,Medium,Loud,Very Fast,Very Musical,Sad,Very High
Coldplay,Hymn For The Weekend,A Head Full of Dreams,album,49,69,-6.5,3,41,90,4.3,1828242112,13515772,377666,True,True,1049654852,Youtube,2877896964,High,Loud,Medium,Very Musical,Neutral,Very High
Coldplay,My Universe,Music Of The Spheres,album,57,71,-6.3,4,47,105,3.8,254655970,8867547,432726,True,True,883224238,Spotify,1137880208,High,Loud,Medium,Very Musical,Neutral,Very High
Coldplay,Fix You,X&Y,album,20,41,-8.7,3,12,138,4.9,566239229,2962029,114460,True,True,1115171056,Spotify,1681410285,Medium,Loud,Very Fast,Very Musical,Very Sad,Very High
Daft Punk,Get Lucky (Feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],single,79,81,-9.0,3,86,116,4.1,32310867,956073,19646,False,False,844698895,Spotify,877009762,Very High,Loud,Fast,Very Musical,Very Happy,Very High
Daft Punk,One More Time,Discovery,album,61,69,-8.6,13,47,122,5.3,432177586,2707992,110189,True,True,471747761,Spotify,903925347,High,Loud,Fast,Musical,Neutral,Very High
Daft Punk,Instant Crush (Feat. Julian Casablancas),Random Access Memories,album,77,58,-9.5,2,51,109,5.6,606828966,3111505,87115,True,True,460589724,Youtube,1067418690,Medium,Loud,Medium,Very Musical,Neutral,Very High
Daft Punk,Get Lucky (Feat. Pharrell Williams & Nile Rodgers),Random Access Memories,album,81,79,-9.4,4,86,116,6.2,32310867,956073,19646,False,False,400304719,Spotify,432615586,High,Loud,Fast,Very Musical,Very Happy,Very High
Daft Punk,Around The World,Homework,album,95,79,-5.3,15,84,121,7.2,38218353,466569,11904,True,True,293417547,Spotify,331635900,High,Loud,Fast,Musical,Very Happy,Very High
Daft Punk,"Harder, Better, Faster, Stronger",Discovery,album,81,71,-8.9,14,69,123,3.7,121308880,1329678,70754,True,True,292668007,Spotify,413976887,High,Loud,Fast,Musical,Happy,Very High
Daft Punk,Something About Us,Discovery,album,87,47,-12.7,9,38,99,3.9,77464307,723914,23915,True,True,185381876,Spotify,262846183,Medium,Medium,Medium,Very Musical,Sad,Very High
Daft Punk,Lose Yourself To Dance (Feat. Pharrell Williams),Random Access Memories,album,83,65,-7.8,5,67,100,5.9,195983803,1115598,37436,True,True,274711166,Spotify,470694969,High,Loud,Medium,Very Musical,Happy,Very High
Daft Punk,Veridis Quo,Discovery,album,60,68,-13.9,4,12,106,5.8,23984070,216822,7260,True,True,90589464,Spotify,114573534,High,Medium,Medium,Very Musical,Very Sad,Very High
Daft Punk,Digital Love,Discovery,album,64,66,-8.4,3,53,124,5.0,30079390,203063,8957,True,True,115484456,Spotify,145563846,High,Loud,Fast,Very Musical,Neutral,Very High
Linkin Park,In The End,Hybrid Theory (Bonus Edition),album,55,86,-5.9,5,40,105,3.6,1487186392,10183387,409471,True,True,1444841705,Youtube,2932028097,Very High,Loud,Medium,Very Musical,Neutral,Very High
Linkin Park,Numb,Meteora,album,49,86,-4.2,3,24,110,3.1,1928733776,12341722,550921,True,True,1195213410,Youtube,3123947186,Very High,Very Loud,Fast,Very Musical,Sad,Very High
Linkin Park,What I'Ve Done,Minutes to Midnight,album,62,93,-5.3,3,28,120,3.4,587927093,3370635,148741,True,True,589294152,Spotify,1177221245,Very High,Loud,Fast,Very Musical,Sad,Very High
Linkin Park,Numb / Encore,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,single,68,79,-4.3,16,75,107,3.4,44436981,226771,9260,True,True,778880225,Spotify,823317206,High,Very Loud,Medium,Musical,Happy,Very High
Linkin Park,One Step Closer,Hybrid Theory (Bonus Edition),album,49,96,-4.4,4,53,95,2.6,154808291,1102031,33750,True,True,447287242,Spotify,602095533,Very High,Very Loud,Medium,Very Musical,Neutral,Very High
Linkin Park,Faint,Meteora,album,55,97,-3.6,13,59,135,2.7,378323695,2061834,65731,True,True,413355749,Spotify,791679444,Very High,Very Loud,Very Fast,Musical,Neutral,Very High
Linkin Park,Bleed It Out,Minutes to Midnight,album,52,96,-3.6,5,59,140,2.8,135176149,762715,27609,True,True,388331061,Spotify,523507210,Very High,Very Loud,Very Fast,Very Musical,Neutral,Very High
Linkin Park,Papercut,Hybrid Theory (Bonus Edition),album,52,93,-4.0,11,66,150,3.1,240834555,1400306,50003,True,True,345142662,Spotify,585977217,Very High,Very Loud,Very Fast,Musical,Happy,Very High
Linkin Park,Crawling,Hybrid Theory (Bonus Edition),album,57,70,-5.6,3,29,105,3.5,374506972,2197293,96490,True,True,391929621,Spotify,766436593,High,Loud,Medium,Very Musical,Sad,Very High
Linkin Park,Burn It Down,LIVING THINGS,album,58,97,-4.4,5,58,110,3.8,353135986,2534190,113567,True,True,368132993,Spotify,721268979,Very High,Very Loud,Fast,Very Musical,Neutral,Very High
Radiohead,Creep,Pablo Honey,album,51,43,-9.9,3,10,91,4.0,763497849,4777393,147276,True,True,1101854725,Spotify,1865352574,Medium,Loud,Medium,Very Musical,Very Sad,Very High
Radiohead,No Surprises,OK Computer,album,25,39,-10.7,2,11,76,3.8,167847274,1274934,40034,True,True,379349681,Spotify,547196955,Low,Medium,Slow,Very Musical,Very Sad,Very High
Radiohead,Karma Police,OK Computer,album,36,50,-9.1,2,32,74,4.4,89246405,593396,17682,True,True,382823305,Spotify,472069710,Medium,Loud,Slow,Very Musical,Sad,Very High
Radiohead,High And Dry,The Bends,album,41,38,-11.8,2,35,87,4.3,80290,2133,238,False,False,291096318,Spotify,291176608,Low,Medium,Slow,Very Musical,Sad,Very High
Radiohead,Exit Music (For A Film),OK Computer,album,29,27,-11.4,3,19,121,4.5,10644157,171322,1669,True,True,146857863,Spotify,157502020,Low,Medium,Fast,Very Musical,Very Sad,Very High
Radiohead,Weird Fishes/ Arpeggi,In Rainbows,album,53,61,-8.0,3,19,152,5.3,15335499,125774,4852,False,True,121688699,Spotify,137024198,High,Loud,Very Fast,Very Musical,Very Sad,Very High
Radiohead,Jigsaw Falling Into Place,In Rainbows,album,46,83,-6.1,4,80,165,4.1,26398730,180969,8010,True,True,79367881,Spotify,105766611,Very High,Loud,Very Fast,Very Musical,Very Happy,Very High
Radiohead,Fake Plastic Trees,The Bends,album,46,22,-12.6,2,13,73,4.8,61340263,398951,15400,True,True,219867047,Spotify,281207310,Low,Medium,Slow,Very Musical,Very Sad,Very High
Radiohead,Just,The Bends,album,29,76,-6.9,8,35,175,3.9,15041854,146328,6899,True,True,88945336,Spotify,103987190,High,Loud,Very Fast,Very Musical,Sad,Very High
Radiohead,Nude,In Rainbows,album,51,34,-9.8,3,16,128,4.3,12205514,124486,4536,True,True,86388469,Spotify,98593983,Low,Loud,Fast,Very Musical,Very Sad,Very High
Ac/Dc,Highway To Hell,Highway to Hell,album,57,91,-4.8,13,42,115,3.5,274830901,2039258,44487,True,True,1143164505,Spotify,1417995406,Very High,Very Loud,Fast,Musical,Neutral,Very High
Ac/Dc,Thunderstruck,The Razors Edge,album,50,89,-5.2,3,25,133,4.9,1224226060,5989128,153047,True,True,1088388556,Youtube,2312614616,Very High,Loud,Very Fast,Very Musical,Sad,Very High
Ac/Dc,Back In Black,Back In Black,album,31,70,-5.7,4,76,188,4.3,915158054,5643694,134549,True,True,1182379398,Spotify,2097537452,High,Loud,Very Fast,Very Musical,Happy,Very High
Ac/Dc,You Shook Me All Night Long,Back In Black,album,53,76,-5.5,5,75,127,3.5,279117834,1348845,26645,True,True,802076123,Spotify,1081193957,High,Loud,Fast,Very Musical,Happy,Very High
Ac/Dc,T.N.T.,High Voltage,album,75,75,-5.2,30,43,126,3.6,240908491,934797,19584,True,True,526521070,Spotify,767429561,High,Loud,Fast,Mixed,Neutral,Very High
Ac/Dc,Hells Bells,Back In Black,album,38,87,-4.8,4,30,106,5.2,252038354,1067479,29353,True,True,296521772,Spotify,548560126,Very High,Very Loud,Medium,Very Musical,Sad,Very High
Ac/Dc,Dirty Deeds Done Dirt Cheap,Dirty Deeds Done Dirt Cheap,album,66,90,-4.9,17,50,135,3.9,852728,14044,1029,True,True,269837425,Spotify,270690153,Very High,Very Loud,Very Fast,Musical,Neutral,Very High
Ac/Dc,Shoot To Thrill,Back In Black,album,45,90,-5.3,7,48,141,5.3,172293392,642344,17673,True,True,292026041,Spotify,464319433,Very High,Loud,Very Fast,Very Musical,Neutral,Very High
Ac/Dc,It'S A Long Way To The Top (If You Wanna Rock 'N' Roll),High Voltage,album,45,86,-3.6,8,53,135,5.0,102527,1881,240,False,False,196347993,Spotify,196450520,Very High,Very Loud,Very Fast,Very Musical,Neutral,Very High
Ac/Dc,Rock N Roll Train,Black Ice,album,54,93,-2.4,6,69,118,4.4,18237531,119749,2251,True,True,144143014,Spotify,162380545,Very High,Very Loud,Fast,Very Musical,Happy,Very High
Black Eyed Peas,I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES),album,74,76,-6.4,2,61,127,4.8,638267058,3670416,131565,True,True,1001227038,Spotify,1639494096,High,Loud,Fast,Very Musical,Happy,Very High
Black Eyed Peas,Don'T You Worry,ELEVATION,album,83,86,-5.3,3,48,131,3.2,144690551,1327396,57072,True,True,162685755,Spotify,307376306,Very High,Loud,Very Fast,Very Musical,Neutral,Very High
Black Eyed Peas,Where Is The Love?,Elephunk,album,83,69,-3.2,17,80,94,4.5,888076529,4899065,180386,True,True,752091441,Youtube,1640167970,High,Very Loud,Medium,Musical,Very Happy,Very High
Black Eyed Peas,Just Can’T Get Enough,The Beginning,album,65,62,-8.7,17,26,94,3.7,292211575,1594576,70720,True,True,331578264,Spotify,623789839,High,Loud,Medium,Musical,Sad,Very High
Black Eyed Peas,Girl Like Me,TRANSLATION,album,96,48,-8.8,19,31,124,3.7,662529115,5488829,222922,True,True,453923193,Youtube,1116452308,Medium,Loud,Fast,Musical,Sad,Very High
Black Eyed Peas,Pump It,Monkey Business,album,64,93,-3.2,18,74,153,3.6,755836314,4746197,133551,True,True,492130246,Youtube,1247966560,Very High,Very Loud,Very Fast,Musical,Happy,Very High
Black Eyed Peas,Pump It Louder,Pump It Louder,single,66,94,-2.3,18,54,126,2.6,2099141,61252,1238,True,True,27908495,Spotify,30007636,Very High,Very Loud,Fast,Musical,Neutral,Very High
Black Eyed Peas,Meet Me Halfway,THE E.N.D. (THE ENERGY NEVER DIES),album,79,62,-6.9,7,40,130,4.7,458724349,2094991,73011,True,True,363930118,Youtube,822654467,High,Loud,Very Fast,Very Musical,Neutral,Very High
Black Eyed Peas,Ritmo (Bad Boys For Life),TRANSLATION,album,73,71,-7.0,5,66,105,3.6,1021503328,6398855,130819,True,True,869795408,Youtube,1891298736,High,Loud,Medium,Very Musical,Happy,Very High
Black Eyed Peas,Simply The Best,ELEVATION,album,87,78,-6.0,13,64,126,3.9,43226385,242932,38381,True,True,18501860,Youtube,61728245,High,Loud,Fast,Musical,Happy,Very High
Michael Jackson,Billie Jean,Thriller,album,93,45,-9.6,5,88,117,4.9,1300732161,9523245,508425,True,True,1302677366,Spotify,2603409527,Medium,Loud,Fast,Very Musical,Very Happy,Very High
Michael Jackson,Chicago,XSCAPE,album,60,75,-2.7,17,55,176,4.1,545655,7314,386,False,False,103974637,Spotify,104520292,High,Very Loud,Very Fast,Musical,Neutral,Very High
Michael Jackson,Beat It,Thriller,album,77,71,-9.0,4,90,138,4.3,905692299,6656468,259358,True,True,826832314,Youtube,1732524613,High,Loud,Very Fast,Very Musical,Very Happy,Very High
Michael Jackson,Smooth Criminal - 2012 Remaster,Bad (Remastered),album,85,98,-3.9,7,59,118,4.3,84652754,672624,25952,False,False,526030670,Spotify,610683424,Very High,Very Loud,Fast,Very Musical,Neutral,Very High
Michael Jackson,Rock With You - Single Version,Off the Wall,album,80,53,-12.5,3,84,114,3.7,301845823,2269865,87490,True,True,346137424,Spotify,647983247,Medium,Medium,Fast,Very Musical,Very Happy,Very High
Michael Jackson,Don'T Stop 'Til You Get Enough,Off the Wall,album,87,82,-9.9,8,94,118,6.1,349102050,2254295,89160,True,True,389644450,Spotify,738746500,Very High,Loud,Fast,Very Musical,Very Happy,Very High
Michael Jackson,They Don'T Care About Us,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",album,85,90,-5.5,12,73,89,4.7,978680025,8312571,335112,True,True,256361972,Youtube,1235041997,Very High,Loud,Slow,Musical,Happy,Very High
Michael Jackson,Remember The Time,Dangerous,album,83,92,-2.4,5,79,108,4.0,504057332,3085718,127080,True,True,224254298,Youtube,728311630,Very High,Very Loud,Medium,Very Musical,Happy,Very High
Michael Jackson,The Way You Make Me Feel - 2012 Remaster,Bad (Remastered),album,87,85,-4.5,14,54,114,5.0,436325398,2515830,94765,True,True,349629692,Youtube,785955090,Very High,Very Loud,Fast,Musical,Neutral,Very High
Michael Jackson,Love Never Felt So Good,XSCAPE,album,77,71,-6.2,4,71,117,4.1,343328494,2121502,53821,True,True,280500270,Youtube,623828764,High,Loud,Fast,Very Musical,Happy,Very High
P!Nk,Just Give Me A Reason (Feat. Nate Ruess),The Truth About Love,album,77,54,-7.3,4,44,95,4.0,1518313784,6420621,166423,True,True,995490565,Youtube,2513804349,Medium,Loud,Medium,Very Musical,Neutral,Very High
P!Nk,Never Gonna Not Dance Again,Never Gonna Not Dance Again,single,66,80,-4.0,9,76,113,3.8,10941241,216805,7540,True,True,34361626,Spotify,45302867,Very High,Very Loud,Fast,Very Musical,Happy,Very High
P!Nk,Raise Your Glass,Raise Your Glass,single,70,70,-5.0,8,62,122,3.4,237232986,1026177,47667,True,True,502735560,Spotify,739968546,High,Very Loud,Fast,Very Musical,Happy,Very High
P!Nk,Try,The Truth About Love,album,67,62,-7.1,3,55,103,4.1,534286492,2554163,78435,True,True,476783121,Youtube,1011069613,High,Loud,Medium,Very Musical,Neutral,Very High
P!Nk,So What,Funhouse (Expanded Edition),album,53,87,-3.1,4,46,126,3.6,432775314,2187945,60960,True,True,471672024,Spotify,904447338,Very High,Very Loud,Fast,Very Musical,Neutral,Very High
P!Nk,What About Us,Beautiful Trauma,album,49,58,-6.2,5,19,113,4.5,339837769,1819636,38357,True,True,662431775,Spotify,1002269544,Medium,Loud,Fast,Very Musical,Very Sad,Very High
P!Nk,Cover Me In Sunshine,All I Know So Far: Setlist,album,47,59,-6.9,13,29,159,2.3,80575503,948515,24233,True,True,346097538,Spotify,426673041,Medium,Loud,Very Fast,Musical,Sad,Very High
P!Nk,Trustfall,TRUSTFALL,single,63,88,-3.9,9,25,122,4.0,3309247,146755,5707,True,True,2790105,Youtube,6099352,Very High,Very Loud,Fast,Very Musical,Sad,Very High
P!Nk,Who Knew,I'm Not Dead,album,68,73,-4.6,2,46,140,3.5,168736063,611231,20095,True,True,219363750,Spotify,388099813,High,Very Loud,Very Fast,Very Musical,Neutral,Very High
P!Nk,True Love (Feat. Lily Allen),The Truth About Love,album,45,82,-4.8,31,57,192,3.8,149977268,938718,31361,True,True,170002964,Spotify,319980232,Very High,Very Loud,Very Fast,Mixed,Neutral,Very High
Eminem,Mockingbird,Encore (Deluxe Version),album,63,67,-3.8,26,25,84,4.2,719661717,5550929,205147,True,True,908006704,Spotify,1627668421,High,Very Loud,Slow,Mixed,Sad,Very High
Eminem,Without Me,The Eminem Show,album,90,66,-2.8,7,66,112,4.8,1590485349,11469490,341006,True,True,1457351902,Youtube,3047837251,High,Very Loud,Fast,Very Musical,Happy,Very High
Eminem,The Real Slim Shady,The Marshall Mathers LP,album,94,66,-4.2,5,76,104,4.7,777507160,6489755,169037,True,True,1232567233,Spotify,2010074393,High,Very Loud,Medium,Very Musical,Happy,Very High
Eminem,Superman,The Eminem Show,album,80,75,-3.1,5,57,130,5.8,139257221,950561,35404,True,True,466021760,Spotify,605278981,High,Very Loud,Very Fast,Very Musical,Neutral,Very High
Eminem,Till I Collapse,The Eminem Show,album,54,84,-3.2,18,10,171,5.0,1931315,18992,291,False,False,1548871694,Spotify,1550803009,Very High,Very Loud,Very Fast,Musical,Very Sad,Very High
Eminem,Stan,The Marshall Mathers LP,album,78,76,-4.3,23,50,80,6.7,623027280,5152714,199113,True,True,799979337,Spotify,1423006617,High,Very Loud,Slow,Mixed,Neutral,Very High
Eminem,Love The Way You Lie,Recovery,album,74,92,-5.0,22,64,86,4.4,2539156924,12696568,599124,True,True,1115478746,Youtube,3654635670,Very High,Very Loud,Slow,Mixed,Happy,Very High
Eminem,Godzilla (Feat. Juice Wrld),Music To Be Murdered By,album,80,74,-5.3,34,82,165,3.5,547039623,9287567,398333,False,False,1072650382,Spotify,1619690005,High,Loud,Very Fast,Mixed,Very Happy,Very High
Eminem,Sing For The Moment,The Eminem Show,album,66,82,-4.2,13,18,163,5.7,454015875,2471743,99418,True,True,357737050,Youtube,811752925,Very High,Very Loud,Very Fast,Musical,Very Sad,Very High
Eminem,Not Afraid,Recovery,album,85,95,-1.2,26,66,114,4.1,1727241246,11425215,872181,True,True,789922926,Youtube,2517164172,Very High,Very Loud,Fast,Mixed,Happy,Very High
Pharrell Williams,"Happy - From ""Despicable Me 2""",G I R L,album,64,82,-4.7,18,96,160,3.9,128396799,718507,14157,True,True,1143833476,Spotify,1272230275,Very High,Very Loud,Very Fast,Musical,Very Happy,Very High
Pharrell Williams,Down In Atlanta,Down In Atlanta,single,85,81,-5.2,21,90,83,2.7,3658044,88925,2271,True,True,42006396,Spotify,45664440,Very High,Loud,Slow,Mixed,Very Happy,Very High
Pharrell Williams,"Feels (Feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,album,89,74,-3.1,5,87,101,3.7,673495248,4097957,105475,True,True,981287133,Spotify,1654782381,High,Very Loud,Medium,Very Musical,Very Happy,Very High
Pharrell Williams,Cash In Cash Out,Cash In Cash Out,single,87,56,-3.8,5,15,119,3.6,20392451,560857,16545,True,True,104603335,Spotify,124995786,Medium,Very Loud,Fast,Very Musical,Very Sad,Very High
Pharrell Williams,"Stay With Me (With Justin Timberlake, Halsey & Pharrell)",Funk Wav Bounces Vol. 2,album,81,73,-6.3,4,90,125,3.8,26641550,315368,9132,True,True,99934776,Spotify,126576326,High,Loud,Fast,Very Musical,Very Happy,Very High
Pharrell Williams,Hit Different,Hit Different,single,67,51,-6.4,4,71,120,3.4,121559320,1081676,36266,True,True,198332490,Spotify,319891810,Medium,Loud,Fast,Very Musical,Happy,Very High
Pharrell Williams,Neon Guts (Feat. Pharrell Williams),Luv Is Rage 2,album,85,56,-6.6,11,41,119,4.3,35793144,431472,11252,True,True,219355874,Spotify,255149018,Medium,Loud,Fast,Musical,Neutral,Very High
Pharrell Williams,Juggernaut (Feat. Lil Uzi Vert & Pharrell Williams),CALL ME IF YOU GET LOST,album,82,57,-7.9,36,62,142,2.4,11408003,477302,12628,False,True,99577335,Spotify,110985338,Medium,Loud,Very Fast,Mixed,Happy,Very High
Pharrell Williams,Just A Cloud Away,Just A Cloud Away,single,89,46,-8.2,3,67,112,2.9,2672481,63065,75,True,True,105629259,Spotify,108301740,Medium,Loud,Fast,Very Musical,Happy,Very High
